Site_ID,Zone,State_UT,Circle,City,Site_Cluster,Site_Type,Site_Criticality,Customer_Base,Power_Backup,Primary_VendorTech_ID,Sampling_Weight,Sampling_Probability
SITE0388,Central,Madhya Pradesh,Central,Gwalior,Gwalior,Urban,Tier 2,5854,Grid,4,1.5965327441180137,0.0017398899424388658
SITE0389,West,Rajasthan,Rajasthan,Kota,Jaipur,Semi-Urban,Tier 1,4639,DG,7,1.362492649332324,0.0014848347244702448
SITE0390,North,Jammu & Kashmir,Upper North,Jammu,Jammu,Rural,Tier 3,390,Solar,4,0.04009058991891834,4.369043757063772e-05
SITE0391,North,Delhi,Delhi NCR,Saket,Delhi NCR,Rural,Tier 3,266,DG,5,0.027343838252390458,2.979911895843496e-05
SITE0392,North,Haryana,Upper North,Faridabad,Delhi NCR,Urban,Tier 2,7563,Grid,9,2.0626199425631255,0.0022478284309301573
SITE0393,East,West Bengal,East,Kolkata,Kolkata,Urban,Tier 2,5441,Grid,1,1.4838972772029575,0.0016171406178356457
SITE0394,Central,Uttar Pradesh,UP,Noida,Delhi NCR,Semi-Urban,Tier 3,1920,Grid,3,0.2819557972319532,0.0003072734070901994
SITE0395,East,Odisha,East,Rourkela,Bhubaneswar,Urban,Tier 3,4338,Grid,7,0.8281570431822275,0.000902519610387745
SITE0396,West,Rajasthan,Rajasthan,Jodhpur,Jaipur,Rural,Tier 3,493,DG,1,0.05067861751288909,5.5229194159806155e-05
SITE0397,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Rural,Tier 3,342,DG,1,0.03515636346735916,3.831315294655924e-05
SITE0398,North,Punjab,Upper North,Jalandhar,Ludhiana,Urban,Tier 1,12628,Grid,4,4.82156161424858,0.005254503291828698
SITE0399,Central,Uttar Pradesh,UP,Kanpur,Lucknow,Semi-Urban,Tier 3,1226,Hybrid,1,0.1800405246908201,0.00019620687348572108
SITE0400,West,Rajasthan,Rajasthan,Kota,Jaipur,Semi-Urban,Tier 1,5336,DG,5,1.5672043062809398,0.0017079280210763582
SITE0401,East,Jharkhand,Bihar,Dhanbad,Ranchi,Urban,Tier 3,3448,DG,2,0.6582493049544307,0.000717355374969328
SITE0402,North,Delhi,Delhi NCR,Karol Bagh,Delhi NCR,Rural,Tier 3,501,DG,9,0.05150098858814895,5.612540826381923e-05
SITE0403,West,Gujarat,Gujarat,Ahmedabad,Ahmedabad,Semi-Urban,Tier 3,1653,Grid,7,0.2427463191793847,0.00026454319891671855
SITE0404,West,Goa,Maharashtra,Panaji,Mumbai,Rural,Tier 3,683,DG,7,0.07020993055031084,7.651427913011684e-05
SITE0405,West,Rajasthan,Rajasthan,Jaipur,Jaipur,Urban,Tier 3,2959,Grid,6,0.5648955027146638,0.0006156190703405575
SITE0406,West,Gujarat,Gujarat,Surat,Ahmedabad,Rural,Tier 3,600,DG,8,0.06167783064448975,6.721605780098111e-05
SITE0407,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Urban,Tier 2,5550,Hybrid,2,1.5136243132652845,0.0016495369286873428
SITE0408,North,Delhi,Delhi NCR,Rohini,Delhi NCR,Urban,Tier 2,5392,Grid,8,1.4705337472299846,0.001602577138645433
SITE0409,Central,Uttar Pradesh,UP,Ghaziabad,Delhi NCR,Rural,Tier 3,554,Solar,7,0.05694919696174554,6.20628267029059e-05
SITE0410,West,Rajasthan,Rajasthan,Jodhpur,Jaipur,Urban,Tier 2,6787,Hybrid,7,1.850985263807475,0.0020171904747749545
SITE0411,East,West Bengal,East,Durgapur,Kolkata,Urban,Tier 3,3344,Grid,5,0.638394917566014,0.0006957182058867264
SITE0412,Central,Chhattisgarh,Central,Raipur,Raipur,Rural,Tier 3,406,DG,2,0.041735332069438066,4.5482865778663885e-05
SITE0413,North,Jammu & Kashmir,Upper North,Srinagar,Srinagar,Rural,Tier 3,409,Solar,4,0.04204372122266052,4.581894606766879e-05
SITE0414,North,Chandigarh,Upper North,Chandigarh,Ludhiana,Semi-Urban,Tier 2,3138,DG,7,0.658316437287105,0.0007174285353043494
SITE0415,East,Bihar,Bihar,Patna,Patna,Semi-Urban,Tier 2,3760,Grid,1,0.7888049089227263,0.0008596339365023436
SITE0416,West,Gujarat,Gujarat,Ahmedabad,Ahmedabad,Urban,Tier 2,5645,DG,7,1.5395331979067626,0.0016777722454846939
SITE0417,East,West Bengal,East,Howrah,Kolkata,Urban,Tier 1,14362,Grid,2,5.483629070623859,0.005976019660852371
SITE0418,North,Delhi,Delhi NCR,Dwarka,Delhi NCR,Urban,Tier 1,10454,Hybrid,1,3.991495495355928,0.00434990318441378
SITE0419,West,Rajasthan,Rajasthan,Udaipur,Jaipur,Semi-Urban,Tier 2,3466,Hybrid,1,0.7271270782782365,0.0007924178787013626
SITE0420,Central,Madhya Pradesh,Central,Bhopal,Bhopal,Semi-Urban,Tier 2,3626,Grid,1,0.7606932446153738,0.0008289980462121005
SITE0421,East,Odisha,East,Cuttack,Bhubaneswar,Semi-Urban,Tier 2,3377,Grid,4,0.7084558982532039,0.0007720701605235144
SITE0422,North,Himachal Pradesh,Upper North,Shimla,Shimla,Semi-Urban,Tier 2,2887,Grid,1,0.6056595138457209,0.0006600433975218793
SITE0423,Central,Uttar Pradesh,UP,Noida,Delhi NCR,Urban,Tier 1,14701,Grid,10,5.613064403790653,0.006117077359294716
SITE0424,West,Gujarat,Gujarat,Ahmedabad,Ahmedabad,Urban,Tier 1,10597,Grid,5,4.046095060674074,0.004409405399390934
SITE0425,North,Punjab,Upper North,Bathinda,Ludhiana,Urban,Tier 3,2641,Hybrid,1,0.5041868951231588,0.0005494592648764488
SITE0426,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Semi-Urban,Tier 2,2611,Grid,7,0.5477578769141591,0.0005969426085658562
SITE0427,Central,Uttar Pradesh,UP,Varanasi,Lucknow,Urban,Tier 2,5500,Grid,9,1.4999880581908227,0.0016346762356361057
SITE0428,East,Odisha,East,Bhubaneswar,Bhubaneswar,Rural,Tier 3,527,Grid,7,0.0541736945827435,5.903810410186174e-05
SITE0429,West,Maharashtra,Maharashtra,Mumbai,Mumbai,Urban,Tier 1,14845,Hybrid,1,5.668045784250884,0.006176995673677305
SITE0430,North,Delhi,Delhi NCR,Dwarka,Delhi NCR,Urban,Tier 3,4182,Hybrid,9,0.7983754620996024,0.0008700638567638427
SITE0431,North,Punjab,Upper North,Ludhiana,Ludhiana,Urban,Tier 2,6565,Grid,7,1.7904402912768635,0.0019512089976274605
SITE0432,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Semi-Urban,Tier 1,6046,DG,1,1.7757341146504053,0.0019351823117368184
SITE0433,North,Jammu & Kashmir,Upper North,Jammu,Jammu,Semi-Urban,Tier 2,3869,DG,1,0.811671859739901,0.0008845541756190338
SITE0434,Central,Uttar Pradesh,UP,Varanasi,Lucknow,Urban,Tier 3,4030,Grid,5,0.7693575113011473,0.0008384403019508097
SITE0435,North,Uttarakhand,UP,Haridwar,Dehradun,Urban,Tier 3,3095,Grid,1,0.5908589323764394,0.0006439138299101132
SITE0436,East,Odisha,East,Bhubaneswar,Bhubaneswar,Semi-Urban,Tier 2,3904,Hybrid,8,0.8190144586261497,0.0008925560872620078
SITE0437,East,Bihar,Bihar,Muzaffarpur,Patna,Urban,Tier 2,5280,Grid,4,1.4399885358631896,0.0015692891862106614
SITE0438,West,Rajasthan,Rajasthan,Udaipur,Jaipur,Rural,Tier 2,1123,DG,9,0.16491477098514762,0.00017972293550119474
SITE0439,East,Odisha,East,Cuttack,Bhubaneswar,Semi-Urban,Tier 3,1855,Grid,5,0.2724104186798298,0.00029687092195433327
SITE0440,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Urban,Tier 1,12365,Grid,1,4.721144231880242,0.005145069148199386
SITE0441,West,Gujarat,Gujarat,Vadodara,Ahmedabad,Urban,Tier 3,2653,Hybrid,1,0.5064777859756684,0.0005519558613090565
SITE0442,North,Delhi,Delhi NCR,Karol Bagh,Delhi NCR,Rural,Tier 3,301,Solar,5,0.030941711706652362,3.372005566349219e-05
SITE0443,West,Maharashtra,Maharashtra,Mumbai,Mumbai,Urban,Tier 2,6750,Hybrid,7,1.840894435052373,0.0020061935619170384
SITE0444,West,Gujarat,Gujarat,Ahmedabad,Ahmedabad,Urban,Tier 2,5661,Grid,7,1.5438967995305901,0.0016825276672610895
SITE0445,Central,Chhattisgarh,Central,Bilaspur,Raipur,Rural,Tier 3,631,DG,3,0.06486451856112173,7.068888745403181e-05
SITE0446,West,Maharashtra,Maharashtra,Mumbai,Mumbai,Rural,Tier 2,782,DG,1,0.11483824658093093,0.00012514989809611247
SITE0447,East,West Bengal,East,Siliguri,Kolkata,Rural,Tier 3,309,DG,1,0.03176408278191223,3.461626976750528e-05
SITE0448,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Semi-Urban,Tier 2,2946,Grid,7,0.6180370376825403,0.0006735323342914639
SITE0449,North,Haryana,Upper North,Panipat,Panipat,Urban,Tier 2,7946,Hybrid,1,2.1670736564335047,0.0023616613397026355
SITE0450,East,Jharkhand,Bihar,Ranchi,Ranchi,Urban,Tier 2,6449,Grid,4,1.7588041795041116,0.0019167321897485899
SITE0451,West,Gujarat,Gujarat,Vadodara,Ahmedabad,Semi-Urban,Tier 1,5298,DG,6,1.5560435559738417,0.001695765115379038
SITE0452,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Semi-Urban,Tier 3,1712,Grid,9,0.25141058586515824,0.00027398545465542775
SITE0453,West,Goa,Maharashtra,Panaji,Mumbai,Urban,Tier 3,4831,Grid,3,0.9222744757061643,0.001005088113827385
SITE0454,North,Haryana,Upper North,Hisar,Hisar,Rural,Tier 3,667,DG,2,0.06856518839979112,7.472185092209067e-05
SITE0455,West,Rajasthan,Rajasthan,Udaipur,Jaipur,Urban,Tier 3,4720,DG,6,0.9010837353204505,0.0009819945968257623
SITE0456,West,Maharashtra,Maharashtra,Nashik,Mumbai,Urban,Tier 1,11789,Hybrid,6,4.501218710039318,0.00490539589066903
SITE0457,West,Maharashtra,Maharashtra,Pune,Mumbai,Urban,Tier 2,7810,DG,4,2.1299830426309683,0.0023212402546032703
SITE0458,East,Bihar,Bihar,Patna,Patna,Urban,Tier 2,6659,Grid,9,1.816076450816852,0.0019791471005637866
SITE0459,West,Gujarat,Gujarat,Surat,Ahmedabad,Urban,Tier 2,6398,Grid,8,1.7448951993281603,0.0019015742828363278
SITE0460,North,Delhi,Delhi NCR,Saket,Delhi NCR,Urban,Tier 1,12728,Grid,2,4.859743128457074,0.005296113232372163
SITE0461,West,Maharashtra,Maharashtra,Mumbai,Mumbai,Urban,Tier 3,4031,Grid,2,0.7695484188721897,0.000838648351653527
SITE0462,East,West Bengal,East,Durgapur,Kolkata,Semi-Urban,Tier 2,2786,DG,4,0.584470871345403,0.0006369521667807258
SITE0463,North,Delhi,Delhi NCR,New Delhi,Delhi NCR,Semi-Urban,Tier 2,2942,Grid,7,0.6171978835241119,0.0006726178301036954
SITE0464,North,Delhi,Delhi NCR,Karol Bagh,Delhi NCR,Semi-Urban,Tier 2,3011,DG,1,0.6316732927570023,0.0006883930273427013
SITE0465,North,Punjab,Upper North,Ludhiana,Ludhiana,Rural,Tier 3,597,DG,7,0.06136944149126731,6.687997751197621e-05
SITE0466,North,Punjab,Upper North,Ludhiana,Ludhiana,Urban,Tier 2,6143,Grid,6,1.6753502984484043,0.0018257847482750177
SITE0467,Central,Madhya Pradesh,Central,Gwalior,Gwalior,Urban,Tier 1,8933,Hybrid,2,3.4107546642447386,0.0037170159887476837
SITE0468,Central,Uttar Pradesh,UP,Kanpur,Lucknow,Rural,Tier 3,636,DG,7,0.06537850048315914,7.124902126903998e-05
SITE0469,North,Uttarakhand,UP,Haldwani,Haldwani,Urban,Tier 1,13948,Grid,9,5.325557601800696,0.005803754507002429
SITE0470,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Rural,Tier 2,1375,DG,1,0.2019214693718415,0.00022005257018178345
SITE0471,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Urban,Tier 3,2785,Grid,3,0.5316775853532743,0.0005794184220677432
SITE0472,East,Bihar,Bihar,Gaya,Patna,Rural,Tier 3,464,Solar,4,0.047697522365072076,5.1980418032758725e-05
SITE0473,East,Bihar,Bihar,Patna,Patna,Urban,Tier 3,4867,Hybrid,9,0.9291471482636934,0.0010125779031252087
SITE0474,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Rural,Tier 3,360,Grid,10,0.037006698386693855,4.032963468058867e-05
SITE0475,Central,Chhattisgarh,Central,Raipur,Raipur,Semi-Urban,Tier 3,1375,DG,4,0.2019214693718415,0.00022005257018178345
SITE0476,Central,Uttar Pradesh,UP,Noida,Delhi NCR,Rural,Tier 3,507,DG,7,0.052117766894593846,5.679756884182904e-05
SITE0477,North,Jammu & Kashmir,Upper North,Jammu,Jammu,Urban,Tier 1,14232,Hybrid,4,5.433993102152818,0.0059219267381458674
SITE0478,North,Delhi,Delhi NCR,Karol Bagh,Delhi NCR,Semi-Urban,Tier 2,3677,DG,4,0.7713924601353362,0.0008406579746061483
SITE0479,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Rural,Tier 3,402,DG,3,0.04132414653180813,4.503475872665734e-05
SITE0480,Central,Uttar Pradesh,UP,Ghaziabad,Delhi NCR,Semi-Urban,Tier 2,2820,DG,1,0.5916036816920447,0.0006447254523767578
SITE0481,East,Bihar,Bihar,Muzaffarpur,Patna,Semi-Urban,Tier 3,1738,Grid,3,0.25522873728600765,0.00027814644870977426
SITE0482,Central,Uttar Pradesh,UP,Varanasi,Lucknow,Semi-Urban,Tier 2,3000,Hybrid,5,0.6293656188213241,0.000685878140826338
SITE0483,Central,Chhattisgarh,Central,Bilaspur,Raipur,Urban,Tier 1,10381,Grid,1,3.9636229899837274,0.004319527927817051
SITE0484,West,Rajasthan,Rajasthan,Jodhpur,Jaipur,Semi-Urban,Tier 2,2221,DG,9,0.46594034646738697,0.0005077784502584322
SITE0485,Central,Madhya Pradesh,Central,Bhopal,Bhopal,Semi-Urban,Tier 3,1040,DG,1,0.15272605683397464,0.00016643976217385799
SITE0486,Central,Uttar Pradesh,UP,Noida,Delhi NCR,Rural,Tier 2,1407,Grid,2,0.2066207326590407,0.00022517379363328675
SITE0487,North,Uttarakhand,UP,Haldwani,Haldwani,Urban,Tier 3,2567,Hybrid,4,0.4900597348660162,0.0005340635868753669
SITE0488,West,Gujarat,Gujarat,Rajkot,Ahmedabad,Urban,Tier 2,5987,Hybrid,7,1.6328051826160828,0.0017794193859551571
SITE0489,Central,Madhya Pradesh,Central,Indore,Indore,Rural,Tier 3,463,DG,1,0.047594725980664596,5.186839126975709e-05
SITE0490,North,Punjab,Upper North,Patiala,Ludhiana,Rural,Tier 3,201,DG,3,0.020662073265904066,2.251737936332867e-05
SITE0491,Central,Madhya Pradesh,Central,Gwalior,Gwalior,Urban,Tier 3,4121,Grid,10,0.7867301002660119,0.000857372824898086
SITE0492,North,Delhi,Delhi NCR,New Delhi,Delhi NCR,Semi-Urban,Tier 2,3960,DG,3,0.8307626168441479,0.0009053591458907662
SITE0493,West,Gujarat,Gujarat,Rajkot,Ahmedabad,Urban,Tier 2,6655,Grid,3,1.8149855504108954,0.0019779582451196877
SITE0494,Central,Madhya Pradesh,Central,Gwalior,Gwalior,Urban,Tier 2,6278,Hybrid,8,1.7121681871494516,0.0018659086195133583
SITE0495,North,Delhi,Delhi NCR,Saket,Delhi NCR,Urban,Tier 1,12790,Grid,1,4.883415667266339,0.00532191139550911
SITE0496,North,Delhi,Delhi NCR,Saket,Delhi NCR,Urban,Tier 3,3585,Grid,4,0.6844036421872489,0.0007458581842416012
SITE0497,West,Maharashtra,Maharashtra,Mumbai,Mumbai,Semi-Urban,Tier 3,1880,DG,4,0.2760817181229542,0.00030087187777582026
SITE0498,East,West Bengal,East,Kolkata,Kolkata,Urban,Tier 2,7479,Grid,3,2.0397110340380293,0.0022228624666040787
SITE0499,North,Punjab,Upper North,Bathinda,Ludhiana,Rural,Tier 3,357,DG,3,0.0366983092334714,3.9993554391583755e-05
SITE0500,East,West Bengal,East,Howrah,Kolkata,Rural,Tier 3,467,DG,1,0.04800591151829453,5.231649832176364e-05
SITE0501,North,Haryana,Upper North,Faridabad,Delhi NCR,Semi-Urban,Tier 3,1034,Hybrid,3,0.1518449449676248,0.00016547953277670113
SITE0502,East,Jharkhand,Bihar,Ranchi,Ranchi,Semi-Urban,Tier 3,1778,DG,1,0.26110281639500665,0.0002845479780241534
SITE0503,East,Bihar,Bihar,Patna,Patna,Urban,Tier 2,5493,Grid,7,1.498078982480398,0.0016325957386089324
SITE0504,West,Maharashtra,Maharashtra,Pune,Mumbai,Rural,Tier 3,249,DG,4,0.025596299717463248,2.7894663987407162e-05
SITE0505,West,Gujarat,Gujarat,Vadodara,Ahmedabad,Semi-Urban,Tier 3,1468,Grid,4,0.2155787033002642,0.00023493612583771497
SITE0506,West,Maharashtra,Maharashtra,Nashik,Mumbai,Urban,Tier 2,6790,Hybrid,9,1.8518034391119427,0.0020180821163580283
SITE0507,West,Rajasthan,Rajasthan,Kota,Jaipur,Rural,Tier 2,1360,Solar,6,0.19971868970596682,0.00021765199668889122
SITE0508,North,Haryana,Upper North,Hisar,Hisar,Rural,Tier 3,524,DG,1,0.05386530542952106,5.8702023812856846e-05
SITE0509,North,Punjab,Upper North,Jalandhar,Ludhiana,Rural,Tier 3,503,DG,9,0.05170658135696391,5.63494617898225e-05
SITE0510,North,Punjab,Upper North,Amritsar,Amritsar,Semi-Urban,Tier 1,5299,Grid,2,1.5563372599292915,0.0016960851918447568
SITE0511,West,Maharashtra,Maharashtra,Mumbai,Mumbai,Semi-Urban,Tier 3,1868,DG,1,0.2743194943902545,0.00029895141898150654
SITE0512,North,Chandigarh,Upper North,Chandigarh,Ludhiana,Urban,Tier 1,9986,Hybrid,7,3.8128060088601767,0.004155168662670365
SITE0513,West,Rajasthan,Rajasthan,Udaipur,Jaipur,Rural,Tier 3,371,DG,4,0.038137458615176166,4.1561929073606653e-05
SITE0514,East,Jharkhand,Bihar,Dhanbad,Ranchi,Rural,Tier 3,616,DG,4,0.06332257279500948,6.900848600900728e-05
SITE0515,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Urban,Tier 1,10044,Grid,2,3.834951287101103,0.004179302428185574
SITE0516,West,Gujarat,Gujarat,Surat,Ahmedabad,Urban,Tier 3,4428,DG,4,0.8453387245760496,0.0009212440836323041
SITE0517,West,Maharashtra,Maharashtra,Pune,Mumbai,Urban,Tier 3,3847,Grid,3,0.7344214258003756,0.0008003672063535397
SITE0518,Central,Chhattisgarh,Central,Bilaspur,Raipur,Rural,Tier 3,234,Solar,9,0.024054353951351002,2.621426254238263e-05
SITE0519,East,West Bengal,East,Durgapur,Kolkata,Rural,Tier 1,2476,Solar,1,0.5090476955858555,0.0005547565303840975
SITE0520,East,West Bengal,East,Siliguri,Kolkata,Urban,Tier 1,12577,Grid,9,4.8020890420022475,0.00523328222215153
SITE0521,East,Bihar,Bihar,Muzaffarpur,Patna,Semi-Urban,Tier 3,1727,Grid,5,0.25361336553103286,0.00027638602814831993
SITE0522,North,Punjab,Upper North,Patiala,Ludhiana,Urban,Tier 3,3531,Grid,8,0.6740946333509557,0.0007346235002948659
SITE0523,Central,Madhya Pradesh,Central,Gwalior,Gwalior,Rural,Tier 3,500,Solar,7,0.05139819220374147,5.6013381500817604e-05
SITE0524,Central,Uttar Pradesh,UP,Kanpur,Lucknow,Rural,Tier 3,542,Solar,7,0.05571564034885575,6.071850554688627e-05
SITE0525,North,Delhi,Delhi NCR,Saket,Delhi NCR,Rural,Tier 3,630,Solar,3,0.06476172217671423,7.057686069103016e-05
SITE0526,East,Bihar,Bihar,Muzaffarpur,Patna,Urban,Tier 2,6447,Grid,2,1.7582587293011334,0.0019161377620265407
SITE0527,North,Haryana,Upper North,Faridabad,Delhi NCR,Urban,Tier 2,7379,Grid,1,2.0124385238891054,0.002193141080501604
SITE0528,Central,Uttar Pradesh,UP,Ghaziabad,Delhi NCR,Urban,Tier 1,14581,DG,8,5.567246586740461,0.006067145430642558
SITE0529,North,Delhi,Delhi NCR,Rohini,Delhi NCR,Urban,Tier 2,7221,Hybrid,8,1.9693479578538053,0.002146181290459694
SITE0530,West,Maharashtra,Maharashtra,Pune,Mumbai,Rural,Tier 3,246,DG,4,0.025287910564240797,2.7558583698402254e-05
SITE0531,Central,Uttar Pradesh,UP,Ghaziabad,Delhi NCR,Rural,Tier 3,214,Grid,1,0.021998426263201344,2.3973727282349926e-05
SITE0532,West,Gujarat,Gujarat,Surat,Ahmedabad,Rural,Tier 3,560,Solar,4,0.057565975268190434,6.27349872809157e-05
SITE0533,West,Maharashtra,Maharashtra,Pune,Mumbai,Rural,Tier 3,346,DG,6,0.035567549004989096,3.876125999856578e-05
SITE0534,North,Himachal Pradesh,Upper North,Shimla,Shimla,Semi-Urban,Tier 3,1025,DG,4,0.15052327716810002,0.00016403918868096584
SITE0535,Central,Madhya Pradesh,Central,Bhopal,Bhopal,Semi-Urban,Tier 2,2819,DG,7,0.5913938931524376,0.0006444968263298156
SITE0536,North,Haryana,Upper North,Karnal,Panipat,Rural,Tier 3,292,Solar,10,0.03001654424698501,3.271181479647747e-05
SITE0537,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Rural,Tier 3,605,DG,1,0.06219181256652717,6.77761916159893e-05
SITE0538,East,West Bengal,East,Durgapur,Kolkata,Urban,Tier 1,14375,Grid,4,5.4885926674709635,0.005981428953123022
SITE0539,Central,Chhattisgarh,Central,Bilaspur,Raipur,Urban,Tier 2,7580,DG,4,2.0672562692884426,0.0022528810665675783
SITE0540,West,Maharashtra,Maharashtra,Mumbai,Mumbai,Urban,Tier 2,6573,Grid,3,1.7926220920887777,0.0019535867085156587
SITE0541,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Rural,Tier 2,1487,DG,1,0.21836889087703876,0.00023797685226204508
SITE0542,Central,Madhya Pradesh,Central,Bhopal,Bhopal,Semi-Urban,Tier 2,2504,DG,1,0.5253105031761985,0.0005724796215430501
SITE0543,East,West Bengal,East,Howrah,Kolkata,Urban,Tier 2,5178,Grid,9,1.412170575511287,0.001538973372386137
SITE0544,West,Gujarat,Gujarat,Surat,Ahmedabad,Semi-Urban,Tier 3,1131,DG,4,0.16608958680694744,0.0001810032413640706
SITE0545,North,Delhi,Delhi NCR,Karol Bagh,Delhi NCR,Semi-Urban,Tier 1,5846,Hybrid,4,1.716993323560415,0.0018711670185930266
SITE0546,North,Delhi,Delhi NCR,Karol Bagh,Delhi NCR,Urban,Tier 3,3978,Grid,9,0.759430317606939,0.000827621717409509
SITE0547,North,Jammu & Kashmir,Upper North,Srinagar,Srinagar,Urban,Tier 3,4895,Grid,7,0.9344925602528825,0.0010184032948012938
SITE0548,West,Rajasthan,Rajasthan,Udaipur,Jaipur,Semi-Urban,Tier 3,1539,Grid,1,0.22600519371873748,0.00024629884037073794
SITE0549,North,Punjab,Upper North,Amritsar,Amritsar,Semi-Urban,Tier 3,1771,Hybrid,5,0.2600748525509318,0.00028342771039413707
SITE0550,West,Rajasthan,Rajasthan,Kota,Jaipur,Semi-Urban,Tier 2,3429,DG,4,0.7193649023127735,0.0007839587149645043
SITE0551,North,Uttarakhand,UP,Dehradun,Dehradun,Semi-Urban,Tier 3,1075,Grid,7,0.1578658760543488,0.00017204110032393978
SITE0552,North,Jammu & Kashmir,Upper North,Jammu,Jammu,Rural,Tier 2,1278,Solar,7,0.18767682753251885,0.000204528861594414
SITE0553,East,West Bengal,East,Kolkata,Kolkata,Semi-Urban,Tier 1,6901,Hybrid,7,2.0268509965601136,0.0022088476899265273
SITE0554,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Semi-Urban,Tier 2,3515,DG,4,0.7374067167189847,0.000803620555001526
SITE0555,North,Haryana,Upper North,Karnal,Panipat,Rural,Tier 3,393,Grid,7,0.040398979072140795,4.4026517859642634e-05
SITE0556,Central,Madhya Pradesh,Central,Bhopal,Bhopal,Urban,Tier 2,7007,Grid,1,1.9109847861351077,0.0020825775242003983
SITE0557,North,Punjab,Upper North,Jalandhar,Ludhiana,Urban,Tier 2,6185,Hybrid,1,1.6868047527109524,0.001838267730438057
SITE0558,Central,Uttar Pradesh,UP,Kanpur,Lucknow,Urban,Tier 2,7394,Grid,4,2.016529400411444,0.0021975992884169754
SITE0559,Central,Uttar Pradesh,UP,Lucknow,Lucknow,Semi-Urban,Tier 2,2950,DG,1,0.6188761918409688,0.0006744468384792324
SITE0560,North,Uttarakhand,UP,Haldwani,Haldwani,Semi-Urban,Tier 3,1360,DG,2,0.19971868970596682,0.00021765199668889122
SITE0561,Central,Madhya Pradesh,Central,Indore,Indore,Semi-Urban,Tier 2,3792,DG,8,0.7955181421901537,0.0008669499700044912
SITE0562,West,Gujarat,Gujarat,Ahmedabad,Ahmedabad,Urban,Tier 2,6110,Hybrid,9,1.6663503700992592,0.0018159766908612009
SITE0563,West,Maharashtra,Maharashtra,Pune,Mumbai,Urban,Tier 1,12005,Grid,3,4.583690780729664,0.004995273362242913
SITE0564,North,Punjab,Upper North,Ludhiana,Ludhiana,Urban,Tier 2,7261,Grid,3,1.980256961913375,0.002158069844900684
SITE0565,North,Jammu & Kashmir,Upper North,Srinagar,Srinagar,Urban,Tier 2,6936,DG,3,1.8916213039293719,0.0020614753400676417
SITE0566,East,Odisha,East,Rourkela,Bhubaneswar,Semi-Urban,Tier 2,2572,Hybrid,3,0.5395761238694818,0.0005880261927351137
SITE0567,West,Maharashtra,Maharashtra,Nagpur,Nagpur,Urban,Tier 1,12875,Grid,1,4.915869954343559,0.0053572798449710544
SITE0568,West,Gujarat,Gujarat,Vadodara,Ahmedabad,Urban,Tier 2,5261,Grid,9,1.4348067589348943,0.0015636421228511913
SITE0569,West,Gujarat,Gujarat,Ahmedabad,Ahmedabad,Rural,Tier 3,417,DG,1,0.042866092297920384,4.6715160171681876e-05
SITE0570,West,Rajasthan,Rajasthan,Kota,Jaipur,Urban,Tier 1,12378,Hybrid,4,4.726107828727345,0.0051504784404700354
SITE0571,North,Punjab,Upper North,Amritsar,Amritsar,Semi-Urban,Tier 3,1647,DG,1,0.24186520731303485,0.0002635829695195617
SITE0572,North,Uttarakhand,UP,Haridwar,Dehradun,Semi-Urban,Tier 2,3490,Grid,8,0.7321620032288071,0.0007979049038279732
SITE0573,Central,Uttar Pradesh,UP,Varanasi,Lucknow,Urban,Tier 2,5361,Grid,7,1.4620792690838182,0.0015933635089536659
SITE0574,North,Delhi,Delhi NCR,Karol Bagh,Delhi NCR,Semi-Urban,Tier 3,1448,DG,9,0.2126416637457647,0.00023173536118052538
SITE0575,North,Delhi,Delhi NCR,Dwarka,Delhi NCR,Rural,Tier 3,640,Solar,7,0.06578968602078906,7.169712832104651e-05
SITE0576,North,Punjab,Upper North,Patiala,Ludhiana,Rural,Tier 3,292,DG,3,0.03001654424698501,3.271181479647747e-05
SITE0577,West,Maharashtra,Maharashtra,Pune,Mumbai,Urban,Tier 2,6644,Grid,2,1.8119855742945137,0.0019746888926484157
SITE0578,East,West Bengal,East,Kolkata,Kolkata,Rural,Tier 3,440,DG,7,0.045230409139292486,4.9291775720719484e-05
SITE0579,North,Punjab,Upper North,Bathinda,Ludhiana,Urban,Tier 3,3366,Grid,4,0.6425948841289484,0.0007002952993465076
SITE0580,North,Delhi,Delhi NCR,Rohini,Delhi NCR,Urban,Tier 2,6447,Grid,5,1.7582587293011334,0.0019161377620265407
SITE0581,North,Jammu & Kashmir,Upper North,Srinagar,Srinagar,Urban,Tier 3,2641,Hybrid,1,0.5041868951231588,0.0005494592648764488
